,Year,Brand,Model,Cost,City,State,Mileage,Accident,Body,Engine,Owners,Usefor,Services
49,2021,Toyota,Tacoma_TRD_Sport, 39995, Ledgewood, NJ ,4876,No Accident or Damage Reported,Pickup,White_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,4
50,2021,Toyota,Tacoma_TRD_Sport, 39995, Ledgewood, NJ ,4876,No Accident or Damage Reported,Pickup,White_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,4
51,2017,Toyota,RAV4_Limited_Edition, 26422, Ramsey, NJ ,19539,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,11
52,2021,Toyota,GR_Supra_Base, 48500, Jersey City, NJ ,2454,No Accident or Damage Reported,Coupe,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,6
53,2018,Toyota,Highlander_XLE, 33995, Mount Kisco, NY ,34534,No Accident or Damage Reported,SUV,Blue_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,7
54,2018,Toyota,RAV4_LE, 22985, Yonkers, NY ,30043,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,7
55,2021,Toyota,Camry_SE, 25805, Farmingdale, NY ,8098,No Accident or Damage Reported,Sedan,White_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,4
56,2018,Toyota,Highlander_XLE, 32900, Lakewood, NJ ,22293,No Accident or Damage Reported,SUV,Silver_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,5
57,2018,Toyota,Highlander_XLE, 31888, Maplewood, NJ ,41985,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,12
58,2018,Toyota,Highlander_Limited, 34500, Paramus, NJ ,32142,No Accident or Damage Reported,SUV,Gray_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,1
59,2019,Toyota,4Runner_Limited_Edition, 40499, Newark, NJ,43616,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_4.0_L_,CARFAX 1-Owner,Personal Use,6
60,2018,Toyota,Highlander_XLE, 34991, Smithtown, NY ,30593,No Accident or Damage Reported,SUV,6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,12
61,2018,Toyota,Camry_LE, 21996, North Plainfield, NJ ,15065,No Accident or Damage Reported,Sedan,Gray_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,1
62,2018,Toyota,Tacoma_SR5, 36270, Ledgewood, NJ ,24386,No Accident or Damage Reported,Pickup,Silver_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,9
63,2019,Toyota,4Runner_SR5, 38882, Ledgewood, NJ ,41566,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_4.0_L_,CARFAX 1-Owner,Personal Use,13
64,2018,Toyota,Camry_SE, 22588, Ramsey, NJ ,31872,No Accident or Damage Reported,Sedan,White_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,8
65,2018,Toyota,Highlander_XLE, 33987, Ringoes, NJ ,37018,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,7
66,2011,Toyota,Tacoma_Base, 19995, Lakewood, NJ ,108644,No Accident or Damage Reported,Pickup,Silver_Engine:_6_Cyl_4.0_L_,CARFAX 1-Owner,Personal Use,12
67,2020,Toyota,Corolla_LE, 18695, Great Neck, NY ,7971,No Accident or Damage Reported,Sedan,Black_Engine:_4_Cyl_1.8_L_,CARFAX 1-Owner,Personal Use,3
68,2018,Toyota,RAV4_XLE, 21998, Floral Park, NY ,44365,No Accident or Damage Reported,SUV,Silver_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,3
69,2020,Toyota,4Runner_SR5_Premium, 46833, Cos Cob, CT ,10000,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_4.0_L_,CARFAX 1-Owner,Personal Use,6
70,2019,Toyota,C-HR_LE, 21995, Bay Shore, NY ,22623,No Accident or Damage Reported,SUV,Blue_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,7
71,2017,Toyota,Corolla_50th_Anniversary_Special_Edition, 16700, Bronx, NY ,47082,No Accident or Damage Reported,Sedan,Blue_Engine:_4_Cyl_1.8_L_,CARFAX 1-Owner,Personal Use,9
72,2018,Toyota,RAV4_LE, 21999, Farmingdale, NY ,28444,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,8
73,2020,Toyota,Camry_SE, 28879, Cos Cob, CT ,15100,No Accident or Damage Reported,Sedan,Blue_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Corporate Use,3
74,2005,Toyota,Camry_LE, 5995, North Brunswick, NJ ,109923,No Accident or Damage Reported,Sedan,Gray_Engine:_6_Cyl_3.0_L_,2-Owner,Personal Use,39
75,2018,Toyota,Tacoma_TRD_Off_Road, 37595, Nanuet, NY ,19782,No Accident or Damage Reported,Pickup,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,11
76,2016,Toyota,Tundra_SR5, 27455, Keyport, NJ ,121693,Minor Damage,Pickup,Silver_Engine:_8_Cyl_5.7_L_,CARFAX 1-Owner,Personal Use,9
77,2018,Toyota,4Runner_Limited_Edition, 43995, Farmingdale, NY ,17913,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_4.0_L_,CARFAX 1-Owner,Personal Use,6
78,2020,Toyota,Corolla_SE, 20000, Rockville Centre, NY ,22366,No Accident or Damage Reported,Sedan,White_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,7
79,2018,Toyota,Highlander_Limited, 32995, Greenvale, NY ,37923,No Accident or Damage Reported,SUV,Gray_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,7
80,2020,Toyota,Camry_LE, 23998, Westbury, NY ,15441,No Accident or Damage Reported,Sedan,White_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,9
81,2016,Toyota,RAV4_Limited_Edition, 22880, Mamaroneck, NY ,75549,Accident Reported,SUV,Silver_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,20
82,2018,Toyota,4Runner_TRD_Pro, 45880, Mamaroneck, NY ,33659,Accident Reported,SUV,Black_Engine:_6_Cyl_4.0_L_,CARFAX 1-Owner,Personal Use,9
83,2018,Toyota,Highlander_LE, 31775, Ledgewood, NJ ,31323,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,8
84,2017,Toyota,Highlander_SE, 32900, Norwalk, CT ,46553,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,12
85,2018,Toyota,RAV4_LE, 23495, Pt Pleasant, NJ ,12176,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,2
86,2016,Toyota,Tacoma_TRD_Sport, 30487, Ringoes, NJ ,92198,No Accident or Damage Reported,Pickup,Gray_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,25
87,2018,Toyota,Camry_XLE, 25798, Stamford, CT ,4377,No Accident or Damage Reported,Sedan,White_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,9
88,2017,Toyota,Tundra_SR5, 37362, Farmingdale, NY ,33839,No Accident or Damage Reported,Pickup,Black_Engine:_8_Cyl_5.7_L_,CARFAX 1-Owner,Personal Use,14
89,2017,Toyota,Tacoma_SR, 27487, Ringoes, NJ ,57096,No Accident or Damage Reported,Pickup,White_Engine:_4_Cyl_2.7_L_,CARFAX 1-Owner,Personal Use,13
90,2019,Toyota,Avalon_XLE, 28822, Ramsey, NJ ,31064,No Accident or Damage Reported,Sedan,Gray_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,11
91,2018,Toyota,Tacoma_TRD_Sport, 33987, Ringoes, NJ ,23977,No Accident or Damage Reported,Pickup,Red_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,9
92,2018,Toyota,RAV4_XLE, 22995, Brooklyn, NY ,28414,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,10
93,2018,Toyota,Camry_SE, 22788, Brooklyn, NY ,22040,No Accident or Damage Reported,Sedan,Blue_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,4
94,2019,Toyota,Tacoma_SR5, 36490, Hasbrouck Heights, NJ ,14048,No Accident or Damage Reported,Pickup,Silver_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,4
95,2018,Toyota,Highlander_LE, 29995, Mount Kisco, NY ,30851,No Accident or Damage Reported,SUV,Silver_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,11
96,2018,Toyota,Sienna_Limited, 37795, Mount Kisco, NY ,33796,No Accident or Damage Reported,Minivan,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,3
97,2019,Toyota,Camry_XSE, 28999, Newark, NJ,20183,No Accident or Damage Reported,Sedan,Silver_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,5
98,2019,Toyota,Highlander_LE, 31588, Greenvale, NY ,21575,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,6
99,2018,Toyota,RAV4, 28998, West Babylon, NY ,19335,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,6
100,2018,Toyota,Camry_XSE, 23888, Westbury, NY ,48486,No Accident or Damage Reported,Sedan,Gray_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,11
101,2017,Toyota,RAV4_SE, 23900, Amityville, NY ,36677,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,14
102,2020,Toyota,Corolla_LE, 19500, Woodside, NY ,16665,No Accident or Damage Reported,Sedan,Red_Engine:_4_Cyl_1.8_L_,CARFAX 1-Owner,Personal Use,13
103,2019,Toyota,C-HR_LE, 20995, Flushing, NY ,49706,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,2
104,2018,Toyota,Highlander_LE, 30992, Springfield, NJ ,35122,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,8
105,2018,Toyota,Highlander_XLE, 30869, New York, NY ,50438,No Accident or Damage Reported,SUV,Silver_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,12
106,2018,Toyota,RAV4_LE, 23500, Bloomfield, NJ ,26050,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,10
107,2016,Toyota,Highlander_Limited_Platinum, 30426, Ramsey, NJ ,45135,No Accident or Damage Reported,SUV,Gray_Engine:_6_Cyl_3.5_L_,2-Owner,Personal Use,13
108,2019,Toyota,Sienna_XLE, 33595, Mount Kisco, NY ,25653,No Accident or Damage Reported,Minivan,Gray_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,7
109,2019,Toyota,4Runner_TRD_Pro, 48795, Newton, NJ ,13974,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_4.0_L_,CARFAX 1-Owner,Personal Use,3
110,2018,Toyota,Highlander_LE, 28795, Flushing, NY ,29910,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,0
111,2018,Toyota,Camry_LE, 19569, New York, NY ,42537,No Accident or Damage Reported,Sedan,Silver_Engine:_4_Cyl_2.5_L_,2-Owner,Personal Use,9
112,2019,Toyota,Camry_XLE, 25480, Yonkers, NY ,9270,No Accident or Damage Reported,Sedan,Gray_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,7
113,2018,Toyota,RAV4_XLE, 21833, Lynbrook, NY ,21451,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,8
114,2018,Toyota,Tacoma_Limited_Edition, 39995, Newton, NJ ,33598,No Accident or Damage Reported,Pickup,Gray_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,10
115,2019,Toyota,Highlander_LE, 33000, Jersey City, NJ ,30680,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,10
116,2017,Toyota,Tacoma_SR, 34627, Mahopac, NY ,30226,No Accident or Damage Reported,Pickup,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,12
117,2017,Toyota,Sienna_L, 16995, Highland Park, NJ ,154538,No Accident or Damage Reported,Minivan,White_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Commercial Use,5
118,2019,Toyota,Avalon_XLE, 30500, Jersey City, NJ ,26586,No Accident or Damage Reported,Sedan,White_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,14
119,2012,Toyota,Highlander, 16995, West Babylon, NY ,72144,No Accident or Damage Reported,SUV,Red_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,6
120,2018,Toyota,Sienna_LE, 28723, Bronx, NY ,41487,No Accident or Damage Reported,Minivan,Gray_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,7
121,2019,Toyota,Tundra_Limited_Edition, 48287, Ringoes, NJ ,34674,No Accident or Damage Reported,Pickup,Blue_Engine:_8_Cyl_5.7_L_,CARFAX 1-Owner,Personal Use,8
122,2018,Toyota,Highlander_XLE, 32872, PARAMUS, NJ ,34425,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,3
123,2018,Toyota,Highlander_SE, 32800, Wayne, NJ ,34405,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,4
124,2018,Toyota,RAV4_XLE, 23652, Blauvelt, NY ,36861,No Accident or Damage Reported,SUV,White_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,14
125,2018,Toyota,Highlander_XLE, 32872, PARAMUS, NJ ,34425,No Accident or Damage Reported,SUV,Black_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,3
126,2018,Toyota,RAV4_LE, 20995, Inwood, NY ,19135,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,1
127,2018,Toyota,Highlander_SE, 32995, Greenvale, NY ,36062,No Accident or Damage Reported,SUV,Green_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,10
128,2005,Toyota,Camry_LE, 4495, Lakewood, NJ ,176892,No Accident or Damage Reported,Sedan,Beige_Engine:_6_Cyl_3.0_L_,CARFAX 1-Owner,Personal Use,3
129,2019,Toyota,Camry_SE, 21677, Lodi, NJ ,27151,No Accident or Damage Reported,Sedan,Silver_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,3
130,2019,Toyota,4Runner_SR5_Premium, 41500, Fairfield, CT ,20890,No Accident or Damage Reported,SUV,Gray_Engine:_6_Cyl_4.0_L_,CARFAX 1-Owner,Personal Use,7
131,2020,Toyota,Corolla_LE, 17198, Floral Park, NY ,9422,No Accident or Damage Reported,Sedan,White_Engine:_4_Cyl_1.8_L_,CARFAX 1-Owner,Personal Use,5
132,2019,Toyota,Corolla_L, 17469, New York, NY ,27183,Accident/Minor Damage,Sedan,Gray_Engine:_4_Cyl_1.8_L_,CARFAX 1-Owner,Personal Use,6
133,2018,Toyota,RAV4_XLE, 26995, Mount Kisco, NY ,32019,No Accident or Damage Reported,SUV,Blue_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,7
134,2018,Toyota,Camry_LE, 24995, Mount Kisco, NY ,23706,No Accident or Damage Reported,Sedan,Black_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,6
135,2018,Toyota,Tacoma_TRD_Off_Road, 36250, Shrewsbury, NJ ,56508,No Accident or Damage Reported,Pickup,Beige_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,17
136,2018,Toyota,Corolla_L, 18500, Jersey City, NJ ,30707,No Accident or Damage Reported,Sedan,Black_Engine:_4_Cyl_1.8_L_,CARFAX 1-Owner,Personal Use,14
137,2018,Toyota,Camry_SE, 21469, New York, NY ,34017,Accident/Minor Damage,Sedan,Blue_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,9
138,2014,Toyota,Tacoma_Base, 27119, Ledgewood, NJ ,95990,No Accident or Damage Reported,Pickup,Blue_Engine:_6_Cyl_4.0_L_,3+ Owners,Personal Use,26
139,2015,Toyota,Tacoma_Base, 25995, Flushing, NY ,35860,No Accident or Damage Reported,Pickup,Silver_Engine:_6_Cyl_4.0_L_,2-Owner,Personal Use,8
140,2016,Toyota,4Runner_SR5, 32269, Flemington, NJ ,45368,No Accident or Damage Reported,SUV,Red_Engine:_6_Cyl_4.0_L_,2-Owner,Personal Use,3
141,2018,Toyota,Corolla_LE, 18969, New York, NY ,5272,No Accident or Damage Reported,Sedan,Silver_Engine:_4_Cyl_1.8_L_,2-Owner,Personal Use,2
142,2018,Toyota,C-HR_XLE_Premium, 19795, Bridgewater, NJ ,41250,No Accident or Damage Reported,SUV,Gray_Engine:_4_Cyl_2.0_L_,CARFAX 1-Owner,Personal Use,5
143,2018,Toyota,Highlander_LE, 29000, Jersey City, NJ ,24478,No Accident or Damage Reported,SUV,White_Engine:_6_Cyl_3.5_L_,CARFAX 1-Owner,Personal Use,4
144,2018,Toyota,RAV4_LE, 21988, Great Neck, NY ,22505,No Accident or Damage Reported,SUV,Black_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,4
145,2018,Toyota,Camry_L, 22000, Bronx, NY ,11355,No Accident or Damage Reported,Sedan,Gray_Engine:_4_Cyl_2.5_L_,CARFAX 1-Owner,Personal Use,8
